ID	1st	dist	2nd	dist	3rd	dist	4th	dist	5th	dist	6th	dist
"8848"	"17649"	3.24943514	"17413"	3.55061111	"20437"	3.66164789	"188"	3.94219155	"18656"	4.22942536	"4607"	4.25063808	
"533"	"340"	0.17934470	"29348"	0.49368563	"13264"	0.92160913	"9364"	1.02750676	"26972"	1.07857394	"16229"	1.08157294	
"20464"	"4721"	1.35425032	"17114"	1.45751167	"18426"	1.62527051	"22931"	1.71676671	"10539"	2.43025042	"30083"	2.43883939	
"2051"	"31155"	0.14715840	"15583"	0.17079292	"7848"	0.21562047	"27159"	0.27601038	"11802"	0.29878729	"5955"	0.31125966	
"25607"	"9180"	1.14097905	"23003"	1.14511511	"3626"	1.16358179	"13788"	1.18942706	"17552"	1.18977854	"18956"	1.20024023	
"4144"	"12358"	0.06550429	"30468"	0.09631420	"28596"	0.24756414	"6843"	0.28750631	"31146"	0.37273440	"2067"	0.37510563	
"20080"	"11597"	0.15880918	"17829"	1.03398043	"11382"	1.03967811	"17844"	1.08952920	"11336"	1.10739755	"15580"	1.10774639	
"25653"	"13758"	1.33200504	"13466"	1.35596391	"20123"	1.37493375	"5943"	1.43251353	"30698"	1.48439840	"18080"	1.50040730	
"7888"	"14611"	0.54842935	"14594"	0.96064188	"16317"	1.15044696	"1589"	1.15882091	"20215"	1.23608261	"17222"	1.30099609	
"4163"	"27531"	0.02345758	"26975"	0.05960709	"9051"	0.08313508	"20918"	0.09276489	"17231"	0.11161160	"26947"	0.11952104	
"23371"	"30793"	0.35773994	"29606"	0.57245956	"23003"	1.10179571	"9180"	1.10593177	"3626"	1.12830081	"4144"	1.16364802	
"6489"	"14326"	0.84303366	"25683"	1.25060233	"26819"	1.28475450	"28127"	1.28903758	"2951"	1.30612330	"26972"	1.30630306	
"8203"	"13203"	0.01607792	"24617"	0.12176890	"23005"	0.16823808	"808"	0.21057627	"26066"	0.21478825	"13407"	0.22446542	
"16278"	"846"	2.12373707	"7724"	2.38116859	"14112"	3.09070272	"6480"	3.11588626	"3743"	3.11632585	"19096"	3.17356028	
"30937"	"2939"	1.16990601	"18089"	1.23558991	"2408"	1.24775690	"15504"	2.04149360	"26064"	2.11020664	"8747"	2.12092115	
"11430"	"11115"	0.31240675	"9933"	0.51804960	"26474"	0.56606449	"1268"	0.66714887	"22599"	1.01369863	"18956"	1.09776843	
"23729"	"801"	2.01579058	"26043"	2.04548618	"9366"	2.07497564	"23623"	2.09714697	"29081"	2.11173984	"12044"	2.15139221	
"17083"	"18787"	1.37504657	"21019"	2.14676607	"22055"	2.15172698	"30619"	2.22602300	"14650"	2.23642077	"16362"	2.25194356	
"4751"	"17052"	0.55193301	"24841"	0.58272767	"9322"	0.67935622	"29264"	0.91921951	"10659"	1.34640905	"18279"	1.42908631	
"30278"	"29843"	1.13486741	"17649"	1.43118842	"4607"	1.51290575	"19070"	1.64894824	"2953"	1.67867796	"17753"	2.26318728	
"7481"	"6464"	0.28587376	"2274"	1.06048081	"8792"	1.06549115	"24261"	1.07950253	"24145"	1.09613165	"23357"	1.11657463	
"3990"	"10473"	1.04859608	"23556"	1.07459362	"5736"	1.08626021	"703"	1.08876951	"19992"	1.09183525	"3085"	1.13280656	
"6508"	"3793"	2.03755042	"1091"	2.16046648	"29057"	2.16300307	"26379"	2.17301609	"29137"	2.22110439	"23382"	2.28846315	
"11627"	"5259"	0.15750231	"10804"	0.23288616	"10347"	0.32768727	"814"	1.07542760	"5685"	1.08996565	"6772"	1.09096272	
"11003"	"5685"	1.05298585	"16251"	1.08209925	"6772"	1.10054526	"13677"	1.16756526	"18831"	1.17808234	"28254"	1.19967064	
"9260"	"1871"	0.34891855	"4633"	0.37193380	"11190"	1.05013175	"3436"	1.14192271	"819"	1.17748803	"7481"	1.22677306	
"1359"	"24147"	0.39283243	"18226"	0.40238516	"775"	0.44817888	"15698"	1.13239993	"6094"	1.13930215	"10271"	1.13958423	
"28598"	"15060"	2.23763974	"29981"	3.23565781	"21324"	3.31368512	"10346"	3.33729794	"1345"	3.36826167	"14523"	3.48457736	
"17399"	"19330"	1.13730025	"10295"	1.14871278	"28489"	1.19191042	"16229"	1.21825820	"26735"	1.23532583	"24257"	1.23617980	
"6755"	"5907"	0.58388332	"9364"	0.62835474	"26972"	0.67964092	"31329"	0.68209715	"23247"	1.12552306	"9084"	1.22164798	
"26857"	"4244"	1.14313405	"7213"	1.19071240	"19189"	1.25515142	"27456"	1.34865218	"5523"	1.38942812	"4101"	1.42839949	
"14294"	"27467"	1.69179997	"5157"	1.90766159	"5591"	2.20748558	"31572"	2.27753181	"20317"	2.32724152	"25885"	2.33089804	
"32209"	"22676"	0.50164557	"12778"	0.56178210	"16959"	0.63734933	"10260"	0.63759517	"32216"	1.54944815	"24948"	1.61950472	
"23993"	"6848"	0.35882750	"15813"	1.14259142	"26064"	1.14558116	"3727"	1.14725947	"8572"	1.15487546	"3848"	1.16390818	
"19816"	"7666"	2.15315651	"11589"	2.17921638	"22081"	2.22350262	"30311"	2.23337285	"17851"	2.25328496	"4424"	2.30184304	
"4432"	"15452"	0.15310291	"13491"	0.23187924	"152"	0.30086735	"21019"	0.38213556	"13663"	0.71854832	"30178"	1.08143628	
"9837"	"26151"	2.24467875	"30339"	2.50322379	"5013"	3.46801798	"6561"	3.64776458	"21600"	4.11004110	"646"	4.23461633	
"29087"	"822"	1.27510554	"10691"	1.30949882	"9078"	1.36338858	"22462"	1.37094436	"16317"	1.57182373	"11999"	1.67402994	
"5756"	"26861"	0.07713936	"4097"	0.14150534	"28824"	0.29006866	"7786"	0.35628053	"17129"	0.41458723	"27107"	0.43628871	
"22949"	"20080"	0.38254648	"11597"	0.45916388	"29057"	1.13045763	"20807"	1.20461705	"22099"	1.21604331	"17872"	1.27218235	
"14042"	"17822"	2.14935615	"22934"	2.19584213	"21600"	3.04531834	"969"	3.08006143	"12780"	3.10989211	"18235"	3.12417947	
"4323"	"29081"	0.55700394	"25635"	1.22782985	"3069"	1.31865471	"18002"	1.32821573	"15262"	1.38718240	"12044"	1.39591270	
"6275"	"22776"	0.24747502	"17308"	1.03258247	"12450"	1.03482386	"26219"	1.04109589	"9680"	1.05559660	"30527"	1.05750652	
"30692"	"4514"	1.02149615	"37"	1.02671465	"28985"	1.05525180	"14197"	1.05925945	"814"	1.06667134	"29052"	1.10303106	
"4221"	"13491"	0.15964542	"15452"	0.18452041	"21019"	0.20143095	"152"	0.22863352	"4432"	0.24143684	"13663"	0.68119310	
"12706"	"7583"	2.22768569	"9025"	2.25084613	"15234"	2.29826673	"25499"	2.30568409	"21861"	2.35640191	"29352"	2.77981136	
"13797"	"20671"	1.55445950	"20824"	1.64601303	"27102"	1.64723842	"1799"	1.76347721	"23529"	2.01386749	"2744"	2.39031796	
"19046"	"4721"	2.09109105	"24553"	2.46199059	"16135"	3.17949906	"27467"	3.19556157	"10788"	3.21516441	"9734"	3.23089378	
"7679"	"8837"	0.85843956	"23669"	1.24316358	"16708"	1.41085358	"16602"	1.72043390	"1569"	1.75599417	"24614"	1.78427463	
"14190"	"28577"	1.09751556	"21617"	1.21180401	"31023"	1.28035109	"1411"	1.29113321	"9734"	1.44125468	"10788"	1.45698405	
"5060"	"19906"	0.20757346	"11428"	0.65188255	"11927"	1.12279497	"15455"	1.14708146	"12095"	1.15098153	"32535"	1.16120854	
"26223"	"23840"	1.46153012	"13276"	1.50140247	"9099"	1.52996363	"32020"	1.53883292	"3622"	1.62632878	"14905"	1.64623654	
"32532"	"7972"	2.76641453	"14364"	2.81896520	"8090"	2.86522937	"188"	2.90380487	"2572"	2.92784796	"16621"	2.92933281	
"2701"	"17181"	2.25937689	"21336"	2.26172588	"7971"	2.35121492	"1653"	2.41595489	"1407"	2.46764770	"9081"	2.54564053	
"27309"	"26301"	0.40275960	"23256"	0.61942788	"21600"	1.29908008	"18235"	1.33712488	"18063"	1.46682231	"21"	1.51714788	
"9189"	"28489"	0.03951009	"24257"	0.05955380	"26735"	0.16074064	"19330"	0.17631205	"13555"	0.18580423	"11233"	0.18869199	
"22987"	"30024"	1.02345320	"18475"	1.03871956	"9011"	1.06141780	"17743"	1.06450124	"1589"	1.10111238	"7888"	1.11250304	
"12275"	"4184"	0.16200197	"13030"	0.16284696	"21770"	0.23157259	"1484"	0.26129556	"11811"	0.28067970	"17712"	0.30106499	
"13709"	"13337"	0.32140013	"7188"	0.55464737	"27263"	0.95043974	"24343"	1.20754352	"16981"	1.26380922	"21048"	1.29844987	
"4880"	"30375"	2.05738071	"30558"	2.49315274	"25264"	3.04053505	"6480"	3.04675152	"846"	3.05498670	"17301"	3.08355440	
"4417"	"24624"	0.10356142	"18475"	0.19061881	"28863"	0.20574378	"30024"	0.23328243	"12020"	0.33831665	"31396"	0.76934284	
"4559"	"26540"	1.34093840	"25611"	1.36115189	"2039"	1.43076373	"17866"	1.51375863	"14233"	1.58889698	"27613"	1.58893470	
"31805"	"3852"	2.06410633	"9876"	2.24704273	"21395"	2.27715776	"518"	2.28003984	"3990"	2.31765410	"8710"	2.37074140	
"32284"	"1825"	0.19532037	"32378"	0.36350111	"819"	0.39388682	"8184"	0.39479177	"3436"	0.42945214	"11190"	0.48452032	
"18833"	"29087"	1.85247467	"16590"	2.00637374	"14611"	2.16423579	"7888"	2.16501547	"1589"	2.18279062	"22987"	2.18949873	
"13672"	"19906"	0.23464886	"5060"	0.25855429	"11428"	0.48717714	"9484"	1.03127175	"13128"	1.03255250	"4617"	1.06970653	
"1702"	"9011"	0.17382010	"8502"	0.20387818	"21739"	0.25409183	"9612"	0.38082747	"29180"	0.44003488	"20605"	0.44946026	
"165"	"7065"	1.28096188	"10224"	1.28379689	"2231"	1.36569610	"31228"	1.37882139	"12946"	1.58504934	"26324"	1.59479127	
"6778"	"24235"	1.46112719	"31660"	2.09595662	"17916"	2.13073599	"2609"	2.16107547	"17753"	2.17213916	"20605"	2.17274066	
"25998"	"24766"	0.16477184	"8572"	0.18465821	"3727"	0.20665759	"1944"	0.25161431	"15081"	0.29246731	"10005"	0.29599949	
"8168"	"14395"	0.18589495	"31290"	1.44351879	"8808"	2.24040619	"31572"	2.24403487	"2522"	2.30467914	"9540"	2.30513314	
"18287"	"29606"	0.19334436	"30793"	0.41860641	"23371"	0.57402310	"26831"	1.03651127	"16797"	1.11886526	"11336"	1.14191375	
"18592"	"19532"	1.37879342	"3094"	1.50914759	"12065"	1.51955813	"17951"	1.52601337	"11956"	1.58210516	"1149"	1.61436556	
"30308"	"17743"	0.62852292	"142"	0.69375214	"4399"	1.40500858	"21739"	1.44972940	"13716"	1.47450050	"22462"	1.48091548	
"31549"	"2646"	0.06381293	"10179"	0.08930501	"10825"	0.09305580	"26733"	0.16911415	"21736"	0.17146543	"11509"	0.18616552	
"23013"	"4751"	1.25377922	"25596"	1.60242412	"24841"	1.67440631	"17323"	1.72235060	"20436"	1.72919714	"9322"	1.73169945	
"7404"	"12681"	0.23819840	"16634"	0.31780203	"19438"	0.33389430	"31984"	0.35278623	"32359"	0.36317877	"3476"	0.44513993	
"10002"	"11652"	0.24713999	"26227"	0.37578401	"19695"	0.52155544	"14611"	1.08891318	"13454"	1.16213441	"11437"	1.19894861	
"108"	"19249"	0.24673825	"10129"	0.47100093	"7252"	0.48633124	"27503"	0.50561598	"4071"	0.92623960	"27763"	1.11596178	
"30463"	"25198"	0.29328569	"11878"	0.44530585	"12495"	0.44568449	"9925"	1.10485517	"26947"	1.13346489	"11620"	1.13636818	
"13379"	"20317"	1.15469433	"14986"	1.25599578	"14745"	1.31308127	"9540"	1.31618157	"1082"	1.36621064	"32103"	1.38476020	
"30469"	"518"	1.47054338	"3852"	1.52634597	"11168"	1.61369996	"21395"	1.63735658	"30625"	2.32608235	"2935"	2.41737593	
"6008"	"29665"	0.55040905	"29081"	1.06992458	"6714"	1.17067655	"4323"	1.62406566	"14895"	2.07691930	"20842"	2.08541915	
"3405"	"23647"	1.13998988	"7516"	1.19388205	"23789"	1.27808117	"19981"	1.36533161	"30588"	1.44557896	"6275"	2.08349093	
"31304"	"21964"	0.36471686	"1699"	1.15877353	"21254"	1.16358904	"10079"	1.17596224	"12044"	1.18475846	"9366"	1.21336960	
"20779"	"6110"	0.56892720	"27475"	1.22214113	"28489"	1.26549575	"19330"	1.27946945	"24257"	1.28236787	"19925"	1.30016405	
"17626"	"8184"	0.14692871	"21941"	0.26248135	"25330"	0.28586361	"3436"	0.41260400	"819"	0.48662772	"32378"	0.49356743	
"12713"	"14367"	0.46151049	"7024"	0.53917112	"2951"	1.03945630	"26819"	1.05890382	"21895"	1.13630826	"7532"	1.14698707	
"22264"	"10672"	1.06278634	"30692"	1.10901643	"19136"	1.24565154	"21889"	1.34432812	"12839"	1.43816526	"11106"	2.01371439	
"17531"	"16653"	0.22775944	"2448"	0.33890147	"32405"	0.38462015	"3435"	0.49542125	"32428"	1.17572603	"4955"	1.27603104	
"17636"	"27899"	1.18126369	"27467"	1.47765125	"2572"	1.48060590	"18656"	1.49949394	"26599"	1.50186431	"14575"	1.56295151	
"18013"	"18063"	0.19331069	"21"	0.19777965	"23737"	0.35210184	"13407"	1.08206370	"18793"	1.09341315	"13205"	1.09537596	
"6806"	"26986"	0.19384063	"2307"	0.19569565	"11509"	0.21640354	"7578"	0.25083778	"21736"	0.25151179	"24514"	0.28175855	
"3160"	"4944"	1.29843777	"16797"	1.30091249	"31055"	1.38819943	"28184"	1.51428062	"18342"	1.56659122	"29606"	2.11171097	
"22483"	"22081"	1.18788681	"4280"	1.20873401	"23074"	1.28247629	"32428"	2.05066701	"17851"	2.10808011	"17301"	2.12088721	
"18694"	"11361"	2.06023115	"23647"	2.37448320	"2283"	2.37776635	"7516"	2.39677565	"560"	2.40700397	"7683"	2.45390161	
"29035"	"16090"	1.11645604	"15082"	1.13904128	"9078"	1.28352894	"22462"	1.29108472	"22518"	1.44726791	"20296"	1.53199988	
"29299"	"1149"	1.18201359	"12065"	1.19906725	"28492"	1.34165451	"22680"	1.34281332	"1891"	1.34604253	"21776"	1.36860547	
"31898"	"21486"	1.26038538	"18878"	1.35895730	"11685"	2.04613812	"8648"	2.04877164	"12887"	2.14699943	"27338"	2.14773356	
"13272"	"26729"	1.35883447	"14248"	1.53696622	"4741"	2.26115310	"15468"	2.28680810	"18835"	2.29974265	"28325"	2.32772812	
"5335"	"26831"	0.28959893	"2067"	0.30623365	"4144"	0.34208692	"6843"	0.35562063	"12358"	0.40759122	"30468"	0.41100386	
"13285"	"8546"	1.47654376	"18620"	2.14731255	"25813"	2.18538488	"24113"	2.25401557	"3083"	2.28871733	"21655"	2.35092532	
"23269"	"22094"	0.05770975	"12510"	0.06697463	"12450"	0.09073269	"9680"	0.09735721	"30473"	0.10637821	"29966"	0.10665485	
"28047"	"3692"	0.04210577	"21753"	0.25730159	"18150"	0.38089462	"12195"	0.40604003	"22005"	0.44862838	"26169"	0.47331554	
"27669"	"4952"	0.34902553	"15508"	0.44789167	"11014"	0.45800764	"19007"	0.47580249	"16168"	0.50114225	"28881"	0.76092580	
"24886"	"19683"	0.02646217	"16949"	0.20115306	"13454"	0.26002881	"25096"	0.32118418	"21009"	0.44350838	"25093"	1.08245773	
"6096"	"1527"	0.19547637	"1966"	1.15670818	"25888"	1.16227367	"24704"	1.24189276	"8400"	1.26882800	"15380"	1.28062560	
"1515"	"3094"	1.21041953	"20807"	1.22261720	"26075"	1.27068975	"22476"	1.31870977	"31689"	1.76407304	"20080"	2.07266636	
"14614"	"22787"	1.28703118	"15501"	1.32187025	"7751"	1.45669137	"2383"	1.57534128	"1359"	2.07301484	"12649"	2.11938722	
"18014"	"14797"	1.53027879	"28586"	1.59341491	"26753"	2.09001171	"23673"	2.11032001	"29114"	2.24169756	"15490"	2.26337438	
"2948"	"518"	1.24275535	"3852"	1.36848147	"30469"	1.38462336	"25184"	1.43732955	"10834"	1.45289590	"14376"	1.46229322	
"29011"	"1589"	1.70710512	"31572"	2.05829458	"18632"	2.17965883	"6917"	2.23129073	"11334"	2.25338710	"31420"	2.31124025	
"4965"	"25611"	0.19282118	"19839"	0.46474876	"14233"	1.08971842	"22199"	1.11552796	"16955"	1.17437270	"5176"	1.17469595	
"28113"	"16457"	1.16865674	"188"	1.63026943	"25226"	1.63188183	"22546"	1.67101998	"31595"	1.70510028	"20437"	1.86945230	
"3898"	"518"	1.04909191	"21395"	1.19991306	"3852"	1.31981993	"31805"	1.32913175	"31886"	1.36741405	"3844"	1.62558744	
"20217"	"14492"	1.26762243	"23999"	1.34709811	"26499"	1.78165350	"8644"	2.10920567	"1799"	2.13698364	"3793"	2.14144141	
"23917"	"7532"	0.10879953	"21895"	0.18031251	"26819"	0.21249710	"32508"	0.22048774	"26066"	0.22205667	"808"	0.23353475	
"23323"	"7724"	1.17466600	"22550"	1.26944644	"8935"	1.35590919	"27716"	1.38510667	"30292"	2.08606346	"23777"	2.13886702	
"20515"	"23611"	1.25182713	"13064"	1.26609966	"31083"	1.32949211	"17866"	1.33754930	"22606"	1.33943586	"2039"	1.42054419	
"3528"	"30270"	0.09170547	"17129"	0.12847618	"7786"	0.15212896	"27107"	0.17416160	"29233"	0.18797916	"15944"	0.21410618	
"25965"	"7029"	1.09151462	"12475"	1.19078547	"27352"	1.19291243	"27314"	1.22964957	"8584"	2.00437400	"1818"	2.05860733	
"18848"	"11585"	2.44268356	"20126"	2.56481278	"2751"	2.76304923	"26892"	2.82515701	"14523"	2.84889334	"18469"	2.86686493	
"25509"	"24514"	0.06363941	"25971"	0.08629192	"8559"	0.09496164	"11509"	0.11130463	"15151"	0.11803516	"13417"	0.12712220	
"5183"	"17129"	2.04178864	"17237"	2.06665733	"833"	2.06750952	"7151"	2.08438506	"108"	2.08931283	"3528"	2.11547030	
"314"	"433"	2.07784089	"3811"	2.17860551	"15442"	2.47976582	"20019"	3.03120692	"24827"	3.06081966	"29740"	3.08923363	
"9865"	"12332"	0.10498005	"2321"	0.12016058	"5707"	0.37806464	"12275"	1.05827199	"19189"	1.10355653	"6094"	1.11179101	
"8224"	"1964"	0.07495523	"2052"	0.16027582	"1897"	0.25501230	"24261"	0.28125549	"24145"	0.31942088	"25743"	0.32368712	
"25165"	"29052"	0.11709920	"15555"	0.48079977	"12035"	0.54767194	"4399"	0.64022120	"3085"	1.09896630	"19992"	1.11254035	
"28470"	"20918"	0.11141560	"27531"	0.11624726	"4163"	0.13970484	"26975"	0.16044958	"29333"	0.16321200	"26947"	0.19296627	
"3897"	"12269"	1.12928583	"9351"	1.13786686	"17640"	1.17463517	"20145"	1.24938090	"21655"	2.09419895	"22045"	2.12770704	
"31830"	"26295"	0.27843768	"12649"	1.07953530	"10271"	1.08832010	"1359"	1.10557121	"152"	1.12681700	"10804"	1.14562707	
"18453"	"26223"	1.39377394	"10078"	2.23437123	"5430"	2.26120378	"11516"	2.30254901	"22196"	2.37004141	"11585"	2.38738508	
"12204"	"13672"	0.18858574	"19906"	0.42323461	"5060"	0.44714004	"11428"	0.45658480	"16821"	1.01454312	"11802"	1.12254861	
"20299"	"23673"	0.13923734	"13205"	0.53075692	"13407"	0.59243373	"26066"	0.62682149	"21694"	0.62803660	"13203"	0.63643767	
"23402"	"8996"	1.19342247	"30698"	1.42227429	"18080"	1.46105991	"1484"	2.22910376	"25451"	2.23738332	"24414"	2.26513377	
"15910"	"6456"	0.06019819	"28947"	0.15069433	"1198"	0.23061126	"26976"	0.26730388	"11217"	0.37609174	"31435"	0.43860246	
"12027"	"7965"	1.64833203	"11361"	2.09826951	"7090"	2.10392690	"9260"	2.20008693	"8792"	2.23658983	"23779"	2.23894634	
"29441"	"2096"	1.25643370	"2307"	1.48600909	"2646"	1.53032961	"26733"	1.56201470	"11509"	1.57236059	"10179"	1.57441766	
"1494"	"20242"	0.91644000	"2744"	0.99034262	"1799"	1.24480454	"3251"	1.29649563	"4409"	1.32640794	"1493"	1.35757741	
"4673"	"30869"	0.33946391	"26032"	0.88070810	"10002"	1.15160999	"9099"	1.19551144	"32020"	1.20438072	"13276"	1.22174479	
"21240"	"30552"	1.05708188	"28492"	1.22160445	"25899"	1.27907160	"30752"	1.44908130	"340"	2.04030885	"10807"	2.06262059	
"22183"	"25499"	0.28557767	"9025"	0.28562111	"21861"	0.48945848	"29352"	0.90691620	"6843"	1.02799383	"5176"	1.08226745	
"3304"	"6489"	1.42203061	"14326"	2.01848893	"3501"	2.28306235	"4108"	2.28635431	"28897"	2.35452252	"15995"	2.35618039	
"14159"	"989"	1.22300823	"23482"	1.59504673	"29333"	2.03301960	"2295"	2.04432000	"1818"	2.11494770	"27531"	2.12353417	
"19570"	"24931"	0.40133029	"2905"	0.68929458	"12956"	1.12813433	"19073"	1.13268555	"22599"	1.15333959	"14233"	1.16298839	
"12102"	"17277"	1.24563831	"25172"	1.28116428	"20078"	1.28977734	"13219"	1.36700115	"23357"	1.42943186	"8016"	2.10676016	
"30183"	"25607"	1.49126502	"2685"	1.64165759	"29352"	1.67581883	"4675"	1.75245545	"17501"	1.77718337	"23053"	1.89421601	
"20683"	"18540"	0.61089445	"7263"	0.64051824	"1266"	0.66752935	"30178"	0.71505004	"17114"	1.05161946	"11441"	1.08198204	
"32271"	"5795"	0.68479983	"16125"	0.71199612	"9084"	0.77225553	"10577"	1.22086963	"12195"	1.22206348	"19460"	1.22315889	
"4686"	"30278"	0.31526053	"4607"	1.19764522	"29843"	1.21712883	"17649"	1.22495780	"2953"	1.43163101	"19070"	1.74185098	
"31723"	"20123"	1.44477392	"14650"	1.56845138	"26263"	2.11110248	"12244"	2.11593133	"11441"	2.15964217	"13663"	2.19712070	
"2880"	"588"	1.06230821	"21715"	1.31272947	"4420"	1.44959588	"1390"	1.51472017	"21158"	1.67668804	"15181"	1.82520160	
"31367"	"4986"	1.19634958	"31022"	2.03203652	"28411"	2.03794814	"16607"	2.08194368	"13466"	2.10420250	"29825"	2.13272563	
"9460"	"12332"	0.07958808	"9865"	0.12977361	"2321"	0.24993420	"5707"	0.45304373	"21770"	1.09832150	"23349"	1.12657332	
"22620"	"7039"	1.06026181	"9730"	1.08102210	"16816"	1.15532205	"18632"	1.35895224	"5961"	1.39022359	"606"	1.51981531	
"29250"	"358"	0.25733345	"17915"	1.09591352	"12495"	1.10212262	"20706"	1.10898122	"18841"	1.12196345	"14864"	1.12331899	
"12668"	"21699"	1.23766909	"10487"	2.10108136	"14535"	2.12986101	"2572"	2.13694404	"22397"	2.14835379	"14364"	2.24582680	
"15909"	"26556"	1.20461919	"8696"	1.25581489	"32256"	1.41972170	"6971"	1.43761654	"636"	1.52612875	"11334"	1.56270690	
"2057"	"18835"	1.30551862	"29904"	1.40572853	"27376"	1.51683114	"4236"	1.53368628	"30558"	1.60417540	"6393"	2.21266310	
"19186"	"4673"	1.21686007	"30869"	1.21846408	"27097"	1.22032126	"22468"	1.25077064	"5430"	1.62011706	"26032"	1.77950125	
"10765"	"21739"	0.06203165	"9011"	0.09344276	"8502"	0.12084790	"9612"	0.19575638	"1702"	0.21246835	"29180"	0.22756653	
"12937"	"27467"	0.02371863	"5157"	0.19214298	"5591"	0.49196697	"14575"	1.08897888	"9873"	1.25693668	"22546"	1.26878315	
"29355"	"5534"	1.12245227	"8876"	1.17077381	"13774"	1.19822853	"12475"	1.22391017	"27097"	1.22703916	"10000"	1.27767342	
"20742"	"8433"	0.18687045	"13621"	0.21413510	"17167"	0.23287998	"1699"	0.23716973	"1451"	0.27288245	"641"	0.50518266	
"21882"	"25093"	2.03100105	"23074"	2.06768790	"24886"	2.07885393	"19683"	2.08459454	"16949"	2.14302069	"7972"	2.15548903	
"5197"	"30339"	1.53669213	"14757"	10.1269928	"26151"	2.61855281	"9837"	2.64405348	"26880"	3.30094646	"26477"	3.34213627	
"6201"	"25875"	0.38395684	"25996"	1.00318598	"16589"	1.03607137	"23917"	1.13919350	"7532"	1.19319852	"8865"	1.24149185	
"26694"	"15116"	1.02655959	"29048"	1.10525530	"4777"	1.10957587	"18793"	1.12730003	"26290"	1.13087265	"26927"	1.17751694	
"25505"	"1125"	2.14117404	"739"	2.28272660	"4644"	2.31160705	"14292"	2.31542831	"20848"	2.35057635	"23777"	2.78564514	
"21944"	"20946"	1.08347969	"5782"	1.15959813	"28863"	1.16194186	"18475"	1.18717443	"30024"	1.20244079	"5961"	1.20394913	
"31476"	"4942"	0.54724013	"12065"	1.10731448	"15874"	1.11865381	"29333"	1.14569592	"17951"	1.18022212	"20084"	1.19921897	
"6395"	"12020"	0.19365516	"31396"	0.41453803	"24624"	0.47869790	"18475"	0.51850900	"4417"	0.53197182	"28863"	0.54014042	
"15046"	"27338"	1.10129354	"21486"	1.30986063	"23777"	1.46740806	"31726"	2.09567629	"17775"	2.10001420	"146"	2.11545770	
"15886"	"26064"	1.01656324	"3848"	1.08968478	"3727"	1.09204480	"8572"	1.10804931	"15081"	1.11968844	"22329"	1.13372693	
"6693"	"5961"	0.11122046	"18632"	0.67263685	"30024"	1.08231486	"18475"	1.08279773	"24624"	1.12260883	"636"	1.12470258	
"23233"	"3898"	1.42931344	"31805"	2.10018168	"3852"	2.16428802	"37"	2.24592840	"14197"	2.26817812	"2402"	2.28439636	
"747"	"3436"	0.23624605	"11190"	0.26391697	"819"	0.27532429	"8184"	0.32017707	"32284"	0.41903881	"17626"	0.46710578	
"21660"	"989"	1.08666565	"12475"	2.02929473	"8433"	2.03386672	"11878"	2.06744714	"17167"	2.07004897	"2327"	2.07419274	
"25599"	"7268"	1.24515226	"24464"	1.24706166	"13546"	1.29008425	"22311"	1.30903577	"29355"	2.06849103	"22696"	2.13005396	
"28336"	"15878"	1.13142996	"969"	1.20731962	"26477"	2.00383700	"8398"	2.01925177	"28127"	2.02634847	"15"	2.13556974	
